"sampleDate","Length..mm.","Species"
"2014-08-16",615,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",660,"chinook"
"2014-08-16",730,"chinook"
"2014-08-16",620,"chinook"
"2014-08-16",640,"chinook"
"2014-08-16",660,"chinook"
"2014-08-16",620,"chinook"
"2014-08-16",670,"chinook"
"2014-08-16",610,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",660,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",670,"chinook"
"2014-08-16",610,"chinook"
"2014-08-16",640,"chinook"
"2014-08-16",630,"chinook"
"2014-08-16",660,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",710,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",690,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",760,"chinook"
"2014-07-01",740,"chinook"
"2014-07-01",720,"chinook"
"2014-07-01",730,"chinook"
"2014-07-01",710,"chinook"
"2014-01-08",760,"chinook"
"2014-01-08",665,"chinook"
"2014-01-10",690,"chinook"
"2014-01-22",910,"chinook"
"2014-01-22",635,"chinook"
"2014-01-22",805,"chinook"
"2014-01-22",770,"chinook"
"2014-01-22",690,"chinook"
"2014-01-25",840,"chinook"
"2014-01-25",775,"chinook"
"2014-01-25",770,"chinook"
"2014-01-26",740,"chinook"
"2014-01-26",680,"chinook"
"2014-01-26",785,"chinook"
"2014-01-26",710,"chinook"
"2014-01-26",690,"chinook"
"2014-01-26",725,"chinook"
"2014-01-26",765,"chinook"
"2014-01-26",685,"chinook"
"2014-01-26",645,"chinook"
"2014-01-26",730,"chinook"
"2014-01-26",705,"chinook"
"2014-01-26",690,"chinook"
"2014-01-26",780,"chinook"
"2014-01-26",845,"chinook"
"2014-01-26",820,"chinook"
"2014-01-26",660,"chinook"
"2014-01-26",760,"chinook"
"2014-01-26",780,"chinook"
"2014-01-26",670,"chinook"
"2014-01-26",765,"chinook"
"2014-01-26",750,"chinook"
"2014-01-26",695,"chinook"
"2014-01-26",710,"chinook"
"2014-01-26",670,"chinook"
"2014-01-27",605,"chinook"
"2014-01-27",645,"chinook"
"2014-01-27",630,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",680,"chinook"
"2014-07-01",680,"chinook"
"2014-07-01",730,"chinook"
"2014-07-01",710,"chinook"
"2014-07-01",690,"chinook"
"2014-07-01",720,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",760,"chinook"
"2014-07-01",680,"chinook"
"2014-07-01",670,"chinook"
"2014-07-01",690,"chinook"
"2014-07-01",690,"chinook"
"2014-07-02",660,"chinook"
"2014-07-02",690,"chinook"
"2014-07-02",720,"chinook"
"2014-07-02",680,"chinook"
"2014-07-02",700,"chinook"
"2014-07-02",670,"chinook"
"2014-07-02",660,"chinook"
"2014-07-02",690,"chinook"
"2014-07-02",700,"chinook"
"2014-07-02",680,"chinook"
"2014-07-02",670,"chinook"
"2014-07-02",700,"chinook"
"2014-07-02",720,"chinook"
"2014-07-02",725,"chinook"
"2014-07-02",740,"chinook"
"2014-07-02",720,"chinook"
"2014-07-02",695,"chinook"
"2014-07-02",720,"chinook"
"2014-07-02",730,"chinook"
"2014-07-02",690,"chinook"
"2014-07-02",710,"chinook"
"2014-07-02",674,"chinook"
"2014-01-27",850,"chinook"
"2014-01-27",805,"chinook"
"2014-01-27",730,"chinook"
"2014-01-27",660,"chinook"
"2014-01-27",680,"chinook"
"2014-01-27",790,"chinook"
"2014-01-27",655,"chinook"
"2014-01-27",660,"chinook"
"2014-07-08",665,"chinook"
"2014-07-08",675,"chinook"
"2014-07-08",690,"chinook"
"2014-07-08",660,"chinook"
"2014-07-08",660,"chinook"
"2014-07-08",650,"chinook"
"2014-07-08",660,"chinook"
"2014-07-08",670,"chinook"
"2014-07-08",675,"chinook"
"2014-07-08",630,"chinook"
"2014-07-08",680,"chinook"
"2014-07-08",690,"chinook"
"2014-07-08",690,"chinook"
"2014-07-08",730,"chinook"
"2014-07-08",670,"chinook"
"2014-07-08",695,"chinook"
"2014-07-08",730,"chinook"
"2014-07-08",745,"chinook"
"2014-07-08",685,"chinook"
"2014-07-08",720,"chinook"
"2014-07-08",690,"chinook"
"2014-07-08",670,"chinook"
"2014-07-08",670,"chinook"
"2014-07-08",735,"chinook"
"2014-07-08",725,"chinook"
"2014-07-08",660,"chinook"
"2014-07-08",665,"chinook"
"2014-07-08",700,"chinook"
"2014-07-08",735,"chinook"
"2014-01-27",715,"chinook"
"2014-01-27",645,"chinook"
"2014-01-27",710,"chinook"
"2014-01-27",700,"chinook"
"2014-01-27",655,"chinook"
"2014-01-27",700,"chinook"
"2014-01-27",675,"chinook"
"2014-01-27",750,"chinook"
"2014-07-02",670,"chinook"
"2014-07-02",650,"chinook"
"2014-07-02",700,"chinook"
"2014-07-02",650,"chinook"
"2014-07-02",700,"chinook"
"2014-08-17",NA,"chinook"
"2014-08-17",NA,"chinook"
"2014-08-17",NA,"chinook"
"2014-08-17",NA,"chinook"
"2014-08-17",NA,"chinook"
"2014-08-18",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-20",NA,"chinook"
"2014-07-08",730,"chinook"
"2014-07-08",770,"chinook"
"2014-07-08",765,"chinook"
"2014-07-08",730,"chinook"
"2014-07-08",690,"chinook"
"2014-07-08",690,"chinook"
"2014-07-08",710,"chinook"
"2014-07-08",750,"chinook"
"2014-07-08",710,"chinook"
"2014-07-08",855,"chinook"
"2014-07-08",850,"chinook"
"2014-07-08",860,"chinook"
"2014-07-08",840,"chinook"
"2014-07-08",720,"chinook"
"2014-07-08",780,"chinook"
"2014-07-08",700,"chinook"
"2014-07-08",710,"chinook"
"2014-08-16",680,"chinook"
"2014-08-16",725,"chinook"
"2014-08-16",730,"chinook"
"2014-08-17",710,"chinook"
"2014-08-17",640,"chinook"
"2014-08-17",660,"chinook"
"2014-08-17",680,"chinook"
"2014-08-17",700,"chinook"
"2014-08-17",670,"chinook"
"2014-08-17",720,"chinook"
"2014-08-17",730,"chinook"
"2014-08-17",750,"chinook"
"2014-08-17",720,"chinook"
"2014-08-17",730,"chinook"
"2014-08-17",640,"chinook"
"2014-08-17",710,"chinook"
"2014-08-17",640,"chinook"
"2014-08-17",660,"chinook"
"2014-08-17",660,"chinook"
"2014-08-17",720,"chinook"
"2014-01-27",740,"chinook"
"2014-01-27",740,"chinook"
"2014-01-27",640,"chinook"
"2014-01-27",765,"chinook"
"2014-01-27",715,"chinook"
"2014-01-27",710,"chinook"
"2014-01-27",715,"chinook"
"2014-01-27",750,"chinook"
"2014-01-27",700,"chinook"
"2014-01-27",710,"chinook"
"2014-01-27",720,"chinook"
"2014-01-27",710,"chinook"
"2014-01-27",690,"chinook"
"2014-01-27",670,"chinook"
"2014-01-27",650,"chinook"
"2014-01-27",690,"chinook"
"2014-01-27",685,"chinook"
"2014-01-27",635,"chinook"
"2014-01-27",645,"chinook"
"2014-01-27",620,"chinook"
"2014-01-29",795,"chinook"
"2014-01-29",725,"chinook"
"2014-01-29",650,"chinook"
"2014-01-29",670,"chinook"
"2014-01-29",690,"chinook"
"2014-01-29",690,"chinook"
"2014-01-29",660,"chinook"
"2014-01-29",650,"chinook"
"2014-01-29",665,"chinook"
"2014-01-29",670,"chinook"
"2014-01-30",765,"chinook"
"2014-01-30",700,"chinook"
"2014-01-30",770,"chinook"
"2014-01-30",730,"chinook"
"2014-01-30",685,"chinook"
"2014-01-30",630,"chinook"
"2014-01-30",650,"chinook"
"2014-08-20",NA,"chinook"
"2014-08-15",800,"chinook"
"2014-08-15",675,"chinook"
"2014-08-15",760,"chinook"
"2014-08-15",680,"chinook"
"2014-08-15",680,"chinook"
"2014-08-15",710,"chinook"
"2014-08-15",690,"chinook"
"2014-08-15",760,"chinook"
"2014-08-15",755,"chinook"
"2014-08-15",690,"chinook"
"2014-08-15",770,"chinook"
"2014-08-15",633,"chinook"
"2014-08-15",640,"chinook"
"2014-08-15",790,"chinook"
"2014-08-17",670,"chinook"
"2014-08-17",770,"chinook"
"2014-08-17",640,"chinook"
"2014-08-17",630,"chinook"
"2014-08-17",665,"chinook"
"2014-08-17",740,"chinook"
"2014-08-17",730,"chinook"
"2014-08-17",680,"chinook"
"2014-08-17",730,"chinook"
"2014-08-17",715,"chinook"
"2014-08-17",650,"chinook"
"2014-08-17",670,"chinook"
"2014-08-17",640,"chinook"
"2014-08-16",690,"chinook"
"2014-08-16",740,"chinook"
"2014-08-16",635,"chinook"
"2014-08-16",670,"chinook"
"2014-08-16",660,"chinook"
"2014-10-16",665,"chinook"
"2014-10-16",670,"chinook"
"2014-10-16",670,"chinook"
"2014-10-16",630,"chinook"
"2014-10-16",680,"chinook"
"2014-10-16",615,"chinook"
"2014-10-16",685,"chinook"
"2014-10-16",645,"chinook"
"2014-07-02",760,"chinook"
"2014-07-02",660,"chinook"
"2014-07-02",690,"chinook"
"2014-07-03",740,"chinook"
"2014-07-03",690,"chinook"
"2014-07-03",690,"chinook"
"2014-07-03",720,"chinook"
"2014-07-03",710,"chinook"
"2014-07-03",690,"chinook"
"2014-07-03",690,"chinook"
"2014-07-03",740,"chinook"
"2014-01-30",700,"chinook"
"2014-07-08",805,"chinook"
"2014-07-08",695,"chinook"
"2014-07-08",710,"chinook"
"2014-07-08",710,"chinook"
"2014-07-08",680,"chinook"
"2014-07-08",710,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",800,"chinook"
"2014-07-01",650,"chinook"
"2014-07-01",600,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",650,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",650,"chinook"
"2014-07-01",650,"chinook"
"2014-07-01",650,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",600,"chinook"
"2014-07-01",650,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",800,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",800,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",800,"chinook"
"2014-07-01",800,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",750,"chinook"
"2014-07-01",800,"chinook"
"2014-07-03",710,"chinook"
"2014-07-03",810,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-08-15",710,"chinook"
"2014-08-15",700,"chinook"
"2014-07-01",650,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",700,"chinook"
"2014-07-01",600,"chinook"
"2014-07-01",700,"chinook"
"2014-07-06",750,"chinook"
"2014-07-06",700,"chinook"
"2014-07-06",700,"chinook"
"2014-07-06",650,"chinook"
"2014-07-06",700,"chinook"
"2014-10-16",625,"chinook"
"2014-10-16",640,"chinook"
"2014-10-17",800,"chinook"
"2014-10-17",820,"chinook"
"2014-10-17",615,"chinook"
"2014-10-17",655,"chinook"
"2014-10-17",610,"chinook"
"2014-10-17",760,"chinook"
"2014-10-17",650,"chinook"
"2014-10-17",790,"chinook"
"2014-10-17",630,"chinook"
"2014-10-17",660,"chinook"
"2014-10-17",710,"chinook"
"2014-10-17",705,"chinook"
"2014-10-17",725,"chinook"
"2014-10-17",690,"chinook"
"2014-10-17",710,"chinook"
"2014-10-17",690,"chinook"
"2014-10-17",685,"chinook"
"2014-10-17",765,"chinook"
"2014-10-17",705,"chinook"
"2014-10-17",725,"chinook"
"2014-10-17",715,"chinook"
"2014-10-17",660,"chinook"
"2014-10-17",630,"chinook"
"2014-10-17",670,"chinook"
"2014-10-17",650,"chinook"
"2014-06-05",880,"chinook"
"2014-06-10",660,"chinook"
"2014-06-11",730,"chinook"
"2014-06-11",900,"chinook"
"2014-06-11",700,"chinook"
"2014-06-11",870,"chinook"
"2014-06-11",750,"chinook"
"2014-06-11",770,"chinook"
"2014-06-12",780,"chinook"
"2014-06-12",780,"chinook"
"2014-06-12",820,"chinook"
"2014-06-12",790,"chinook"
"2014-06-12",760,"chinook"
"2014-06-12",810,"chinook"
"2014-06-12",840,"chinook"
"2014-06-12",860,"chinook"
"2014-08-15",655,"chinook"
"2014-08-15",760,"chinook"
"2014-08-15",695,"chinook"
"2014-08-15",780,"chinook"
"2014-08-15",720,"chinook"
"2014-08-15",730,"chinook"
"2014-08-15",860,"chinook"
"2014-08-15",690,"chinook"
"2014-08-15",710,"chinook"
"2014-08-15",665,"chinook"
"2014-08-15",700,"chinook"
"2014-08-15",760,"chinook"
"2014-08-15",705,"chinook"
"2014-08-15",690,"chinook"
"2014-08-15",690,"chinook"
"2014-08-15",680,"chinook"
"2014-08-15",700,"chinook"
"2014-08-15",710,"chinook"
"2014-08-15",680,"chinook"
"2014-08-15",670,"chinook"
"2014-08-15",645,"chinook"
"2014-08-15",625,"chinook"
"2014-08-15",665,"chinook"
"2014-08-15",845,"chinook"
"2014-08-15",755,"chinook"
"2014-08-15",740,"chinook"
"2014-08-15",765,"chinook"
"2014-08-15",780,"chinook"
"2014-08-15",700,"chinook"
"2014-08-15",715,"chinook"
"2014-08-15",720,"chinook"
"2014-08-15",780,"chinook"
"2014-08-15",735,"chinook"
"2014-08-15",725,"chinook"
"2014-08-16",655,"chinook"
"2014-08-16",680,"chinook"
"2014-08-16",720,"chinook"
"2014-10-17",715,"chinook"
"2014-10-17",625,"chinook"
"2014-10-17",715,"chinook"
"2014-10-17",665,"chinook"
"2014-10-17",630,"chinook"
"2014-10-17",675,"chinook"
"2014-10-17",650,"chinook"
"2014-10-17",620,"chinook"
"2014-10-17",665,"chinook"
"2014-10-17",670,"chinook"
"2014-10-17",640,"chinook"
"2014-10-17",710,"chinook"
"2014-10-17",710,"chinook"
"2014-10-17",745,"chinook"
"2014-10-17",660,"chinook"
"2014-10-18",640,"chinook"
"2014-10-18",620,"chinook"
"2014-10-18",680,"chinook"
"2014-10-18",660,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-03",NA,"chinook"
"2014-06-12",640,"chinook"
"2014-06-12",695,"chinook"
"2014-06-12",760,"chinook"
"2014-06-12",750,"chinook"
"2014-06-12",820,"chinook"
"2014-06-12",755,"chinook"
"2014-06-12",780,"chinook"
"2014-06-12",750,"chinook"
"2014-06-12",750,"chinook"
"2014-06-12",760,"chinook"
"2014-06-12",790,"chinook"
"2014-06-18",760,"chinook"
"2014-06-18",800,"chinook"
"2014-06-19",640,"chinook"
"2014-06-19",730,"chinook"
"2014-06-19",645,"chinook"
"2014-06-19",770,"chinook"
"2014-06-19",680,"chinook"
"2014-06-19",760,"chinook"
"2014-06-19",820,"chinook"
"2014-06-19",630,"chinook"
"2014-06-19",725,"chinook"
"2014-06-20",820,"chinook"
"2014-06-26",615,"chinook"
"2014-06-26",810,"chinook"
"2014-06-26",770,"chinook"
"2014-06-26",785,"chinook"
"2014-06-26",670,"chinook"
"2014-06-26",815,"chinook"
"2014-06-26",850,"chinook"
"2014-06-26",780,"chinook"
"2014-08-16",650,"chinook"
"2014-08-16",720,"chinook"
"2014-08-16",745,"chinook"
"2014-08-16",635,"chinook"
"2014-08-16",740,"chinook"
"2014-08-16",780,"chinook"
"2014-08-16",680,"chinook"
"2014-07-03",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-04",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-08-16",635,"chinook"
"2014-08-16",700,"chinook"
"2014-08-16",700,"chinook"
"2014-08-16",780,"chinook"
"2014-08-16",725,"chinook"
"2014-08-16",730,"chinook"
"2014-08-16",665,"chinook"
"2014-08-16",755,"chinook"
"2014-08-16",775,"chinook"
"2014-08-16",635,"chinook"
"2014-08-16",715,"chinook"
"2014-08-16",755,"chinook"
"2014-08-16",685,"chinook"
"2014-08-16",745,"chinook"
"2014-08-16",715,"chinook"
"2014-08-16",670,"chinook"
"2014-08-16",695,"chinook"
"2014-08-16",725,"chinook"
"2014-08-16",770,"chinook"
"2014-08-16",660,"chinook"
"2014-08-16",765,"chinook"
"2014-08-16",710,"chinook"
"2014-08-16",680,"chinook"
"2014-08-16",635,"chinook"
"2014-08-16",665,"chinook"
"2014-08-16",675,"chinook"
"2014-08-16",750,"chinook"
"2014-08-16",710,"chinook"
"2014-08-16",720,"chinook"
"2014-08-16",720,"chinook"
"2014-08-16",770,"chinook"
"2014-08-16",695,"chinook"
"2014-08-16",675,"chinook"
"2014-08-16",685,"chinook"
"2014-08-16",690,"chinook"
"2014-08-16",710,"chinook"
"2014-08-16",740,"chinook"
"2014-08-16",670,"chinook"
"2014-08-16",660,"chinook"
"2014-08-16",645,"chinook"
"2014-10-15",680,"chinook"
"2014-10-15",790,"chinook"
"2014-10-15",660,"chinook"
"2014-10-15",700,"chinook"
"2014-10-15",750,"chinook"
"2014-10-15",855,"chinook"
"2014-06-26",790,"chinook"
"2014-06-26",765,"chinook"
"2014-06-26",670,"chinook"
"2014-06-26",770,"chinook"
"2014-06-26",740,"chinook"
"2014-06-26",750,"chinook"
"2014-06-26",660,"chinook"
"2014-06-26",665,"chinook"
"2014-06-26",640,"chinook"
"2014-06-26",710,"chinook"
"2014-06-26",720,"chinook"
"2014-06-26",670,"chinook"
"2014-06-26",810,"chinook"
"2014-06-26",730,"chinook"
"2014-06-26",765,"chinook"
"2014-06-26",640,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-07-06",NA,"chinook"
"2014-10-15",810,"chinook"
"2014-10-15",695,"chinook"
"2014-10-15",860,"chinook"
"2014-10-15",900,"chinook"
"2014-10-23",800,"chinook"
"2014-10-23",735,"chinook"
"2014-10-23",725,"chinook"
"2014-10-27",610,"chinook"
"2014-02-06",670,"chinook"
"2014-02-06",750,"chinook"
"2014-02-06",680,"chinook"
"2014-02-06",715,"chinook"
"2014-02-06",780,"chinook"
"2014-02-06",750,"chinook"
"2014-02-06",740,"chinook"
"2014-02-07",770,"chinook"
"2014-02-07",645,"chinook"
"2014-02-07",650,"chinook"
"2014-02-07",670,"chinook"
"2014-02-07",640,"chinook"
"2014-02-07",670,"chinook"
"2014-02-07",685,"chinook"
"2014-02-09",850,"chinook"
"2014-02-09",650,"chinook"
"2014-02-09",670,"chinook"
"2014-02-09",695,"chinook"
"2014-02-09",740,"chinook"
"2014-02-09",775,"chinook"
"2014-02-09",710,"chinook"
"2014-02-09",720,"chinook"
"2014-02-09",700,"chinook"
"2014-02-09",770,"chinook"
"2014-02-10",675,"chinook"
"2014-02-10",705,"chinook"
"2014-02-10",645,"chinook"
"2014-02-10",660,"chinook"
"2014-02-10",660,"chinook"
"2014-02-10",750,"chinook"
"2014-02-10",720,"chinook"
"2014-02-10",725,"chinook"
"2014-03-20",700,"chinook"
"2014-03-20",725,"chinook"
"2014-03-20",680,"chinook"
"2014-03-20",790,"chinook"
"2014-03-20",680,"chinook"
"2014-10-27",695,"chinook"
"2014-10-27",725,"chinook"
"2014-10-27",840,"chinook"
"2014-10-28",760,"chinook"
"2014-10-28",850,"chinook"
"2014-10-14",795,"chinook"
"2014-10-14",660,"chinook"
"2014-10-14",820,"chinook"
"2014-10-14",760,"chinook"
"2014-10-14",665,"chinook"
"2014-10-14",650,"chinook"
"2014-10-20",835,"chinook"
"2014-10-20",660,"chinook"
"2014-10-20",650,"chinook"
"2014-10-27",635,"chinook"
"2014-10-27",735,"chinook"
"2014-10-28",700,"chinook"
"2014-01-06",745,"chinook"
"2014-01-15",700,"chinook"
"2014-01-15",710,"chinook"
"2014-01-15",905,"chinook"
"2014-01-16",675,"chinook"
"2014-01-16",720,"chinook"
"2014-01-28",760,"chinook"
"2014-01-28",745,"chinook"
"2014-01-28",800,"chinook"
"2014-01-28",765,"chinook"
"2014-03-12",695,"chinook"
"2014-03-12",770,"chinook"
"2014-03-12",765,"chinook"
"2014-03-12",710,"chinook"
"2014-03-12",645,"chinook"
"2014-03-12",650,"chinook"
"2014-03-13",700,"chinook"
"2014-03-21",670,"chinook"
"2014-03-21",685,"chinook"
"2014-03-21",665,"chinook"
"2014-03-20",690,"chinook"
"2014-03-21",720,"chinook"
"2014-03-21",785,"chinook"
"2014-03-21",670,"chinook"
"2014-03-21",710,"chinook"
"2014-03-21",700,"chinook"
"2014-07-09",715,"chinook"
"2014-07-01",785,"chinook"
"2014-07-01",775,"chinook"
"2014-07-01",775,"chinook"
"2014-07-01",720,"chinook"
"2014-07-01",755,"chinook"
"2014-07-02",650,"chinook"
"2014-07-02",660,"chinook"
"2014-07-02",670,"chinook"
"2014-07-02",670,"chinook"
"2014-07-02",680,"chinook"
"2014-07-03",780,"chinook"
"2014-07-03",740,"chinook"
"2014-07-03",730,"chinook"
"2014-07-03",825,"chinook"
"2014-07-03",670,"chinook"
"2014-07-04",710,"chinook"
"2014-07-04",710,"chinook"
"2014-07-04",685,"chinook"
"2014-07-04",720,"chinook"
"2014-07-04",695,"chinook"
"2014-07-05",815,"chinook"
"2014-07-05",740,"chinook"
"2014-07-05",830,"chinook"
"2014-07-05",780,"chinook"
"2014-07-05",750,"chinook"
"2014-07-06",710,"chinook"
"2014-07-06",700,"chinook"
"2014-07-06",780,"chinook"
"2014-07-06",680,"chinook"
"2014-07-06",730,"chinook"
"2014-03-21",620,"chinook"
"2014-03-21",660,"chinook"
"2014-07-06",735,"chinook"
"2014-07-06",700,"chinook"
"2014-07-06",705,"chinook"
"2014-07-06",830,"chinook"
"2014-07-06",740,"chinook"
"2014-07-06",820,"chinook"
"2014-07-06",700,"chinook"
"2014-07-06",695,"chinook"
"2014-07-06",660,"chinook"
"2014-07-06",730,"chinook"
"2014-07-06",730,"chinook"
"2014-07-06",720,"chinook"
"2014-07-06",725,"chinook"
"2014-07-06",710,"chinook"
"2014-07-06",675,"chinook"
"2014-10-20",690,"chinook"
"2014-10-20",620,"chinook"
"2014-10-20",650,"chinook"
"2014-10-20",680,"chinook"
"2014-10-20",725,"chinook"
"2014-10-20",705,"chinook"
"2014-10-20",740,"chinook"
"2014-10-20",690,"chinook"
"2014-10-20",720,"chinook"
"2014-10-20",745,"chinook"
"2014-10-20",740,"chinook"
"2014-10-20",680,"chinook"
"2014-10-20",695,"chinook"
"2014-10-20",650,"chinook"
"2014-10-20",665,"chinook"
"2014-10-20",635,"chinook"
"2014-10-20",720,"chinook"
"2014-10-20",640,"chinook"
"2014-10-20",695,"chinook"
"2014-10-20",655,"chinook"
"2014-10-20",665,"chinook"
"2014-10-24",700,"chinook"
"2014-03-21",710,"chinook"
"2014-10-24",700,"chinook"
"2014-10-24",770,"chinook"
"2014-10-24",735,"chinook"
"2014-10-24",690,"chinook"
"2014-10-24",640,"chinook"
"2014-10-24",700,"chinook"
"2014-10-24",730,"chinook"
"2014-10-24",735,"chinook"
"2014-10-24",695,"chinook"
"2014-10-24",765,"chinook"
"2014-10-24",740,"chinook"
"2014-10-24",675,"chinook"
"2014-10-24",640,"chinook"
"2014-10-24",730,"chinook"
"2014-10-24",650,"chinook"
"2014-10-24",650,"chinook"
"2014-10-24",670,"chinook"
"2014-10-24",700,"chinook"
"2014-10-24",645,"chinook"
"2014-10-24",630,"chinook"
"2014-10-24",710,"chinook"
"2014-10-24",710,"chinook"
"2014-10-24",715,"chinook"
"2014-10-24",725,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-07-07",NA,"chinook"
"2014-03-23",970,"chinook"
"2014-03-23",735,"chinook"
"2014-03-23",770,"chinook"
